TRINITY_DN20713_c0_g1_i1	15	-8.927003	-0.693014	-8.927003	-8.927003	0.000000	-0.693014	-0.693014	-8.927003	-8.927003	-8.927003
TRINITY_DN20713_c0_g1_i1	16	0.000000	-0.693014	-0.693014	-0.693014	-8.927003	-8.927003	-8.927003	-8.927003	-8.927003	-8.927003
TRINITY_DN20713_c0_g1_i1	17	0.000000	-0.693014	-0.693014	-0.693014	-8.927003	-8.927003	-8.927003	-8.927003	-8.927003	-8.927003
TRINITY_DN20713_c0_g1_i1	18	-9.617978	-0.693081	-9.617978	-9.617978	0.000000	-0.693081	-0.693081	-9.617978	-9.617978	-9.617978
TRINITY_DN20713_c0_g1_i1	19	-9.617978	-0.693081	-9.617978	-9.617978	0.000000	-0.693081	-0.693081	-9.617978	-9.617978	-9.617978
TRINITY_DN20713_c0_g1_i1	20	0.000000	-0.693081	-0.693081	-0.693081	-9.617978	-9.617978	-9.617978	-9.617978	-9.617978	-9.617978
TRINITY_DN20713_c0_g1_i1	21	-9.617978	-9.617978	-9.617978	-0.693081	-9.617978	-9.617978	-0.693081	-9.617978	-0.693081	0.000000
TRINITY_DN20713_c0_g1_i1	22	-9.617978	-9.617978	-9.617978	-0.693081	-9.617978	-9.617978	-0.693081	-9.617978	-0.693081	0.000000
TRINITY_DN20713_c0_g1_i1	23	-10.078568	-0.693105	-10.078568	-10.078568	0.000000	-0.693105	-0.693105	-10.078568	-10.078568	-10.078568
TRINITY_DN20713_c0_g1_i1	24	0.000000	-0.693105	-0.693105	-0.693105	-10.078568	-10.078568	-10.078568	-10.078568	-10.078568	-10.078568
TRINITY_DN20713_c0_g1_i1	25	0.000000	-0.693105	-0.693105	-0.693105	-10.078568	-10.078568	-10.078568	-10.078568	-10.078568	-10.078568
TRINITY_DN20713_c0_g1_i1	26	-19.005572	-19.005572	-1.386120	-19.005572	-19.005572	-1.386120	-19.005572	0.000000	-1.386120	-19.005572
TRINITY_DN20713_c0_g1_i1	27	-19.005572	-19.005572	-19.005572	-1.386120	-19.005572	-19.005572	-1.386120	-19.005572	-1.386120	0.000000
TRINITY_DN20713_c0_g1_i1	28	0.000000	-1.386135	-1.386135	-1.386135	-19.466135	-19.466135	-19.466135	-19.466135	-19.466135	-19.466135
TRINITY_DN20713_c0_g1_i1	29	0.000000	-1.386201	-1.386201	-1.386201	-20.157109	-20.157109	-20.157109	-20.157109	-20.157109	-20.157109
TRINITY_DN20713_c0_g1_i1	30	-20.157109	-20.157109	-1.386201	-20.157109	-20.157109	-1.386201	-20.157109	0.000000	-1.386201	-20.157109
TRINITY_DN20713_c0_g1_i1	31	-20.157109	-20.157109	-20.157109	-1.386201	-20.157109	-20.157109	-1.386201	-20.157109	-1.386201	0.000000
TRINITY_DN20713_c0_g1_i1	32	-20.157109	-20.157109	-20.157109	-1.386201	-20.157109	-20.157109	-1.386201	-20.157109	-1.386201	0.000000
TRINITY_DN20713_c0_g1_i1	33	-20.157109	-20.157109	-20.157109	-1.386201	-20.157109	-20.157109	-1.386201	-20.157109	-1.386201	0.000000
TRINITY_DN20713_c0_g1_i1	34	0.000000	-1.386226	-1.386226	-1.386226	-20.617700	-20.617700	-20.617700	-20.617700	-20.617700	-20.617700
TRINITY_DN20713_c0_g1_i1	35	0.000000	-1.386226	-1.386226	-1.386226	-20.617700	-20.617700	-20.617700	-20.617700	-20.617700	-20.617700
TRINITY_DN20713_c0_g1_i1	36	0.000000	-1.386226	-1.386226	-1.386226	-20.617700	-20.617700	-20.617700	-20.617700	-20.617700	-20.617700
TRINITY_DN20713_c0_g1_i1	37	-20.617700	-1.386226	-20.617700	-20.617700	0.000000	-1.386226	-1.386226	-20.617700	-20.617700	-20.617700
TRINITY_DN20713_c0_g1_i1	38	0.000000	-1.386226	-1.386226	-1.386226	-20.617700	-20.617700	-20.617700	-20.617700	-20.617700	-20.617700
TRINITY_DN20713_c0_g1_i1	39	-21.078263	-21.078263	-21.078263	-1.386241	-21.078263	-21.078263	-1.386241	-21.078263	-1.386241	0.000000
TRINITY_DN20713_c0_g1_i1	40	0.000000	-1.386235	-1.386235	-1.386235	-20.847984	-20.847984	-20.847984	-20.847984	-20.847984	-20.847984
TRINITY_DN20713_c0_g1_i1	41	0.000000	-1.386235	-1.386235	-1.386235	-20.847984	-20.847984	-20.847984	-20.847984	-20.847984	-20.847984
